order_id,customer_id,product,category,region,quantity,sales,cost,order_date,profit,profit_margin
28,3799,Keyboard,Accessories,North,1,2299,1493.77,2026-02-13,805.23,35.02522836015659
29,1075,Printer,Office,South,3,45360,23879.45,2026-01-26,21480.55,47.35570987654321
30,3776,Phone,Electronics,South,1,38126,25087.72,2025-11-08,13038.279999999999,34.19787021979751
31,1576,Monitor,Electronics,West,4,30050,23608.44,2025-10-09,6441.560000000001,21.43613976705491
32,2664,Phone,Electronics,East,3,12345,10569.26,2025-05-11,1775.7399999999998,14.384285135682461
33,3683,Laptop,Electronics,East,5,1950,1689.17,2025-08-18,260.8299999999999,13.375897435897432
34,1911,Monitor,Electronics,East,2,17929,9932.49,2025-08-06,7996.51,44.600981649841046
35,2516,Monitor,Electronics,West,5,8314,4550.47,2025-08-05,3763.5299999999997,45.26738032234785
36,4971,Laptop,Electronics,South,2,16101,13902.26,2025-08-01,2198.74,13.65592199242283
37,1717,Phone,Electronics,North,3,12394,10948.87,2026-02-27,1445.1299999999992,11.65991608842988
38,2387,Printer,Office,North,1,41294,28276.19,2026-04-19,13017.810000000001,31.524700925073862
39,2857,Keyboard,Accessories,North,4,5459,3077.73,2025-05-30,2381.27,43.6209928558344
40,3644,Laptop,Electronics,East,4,46144,40100.32,2025-09-28,6043.68,13.09743411927878
41,3687,Laptop,Electronics,North,3,26395,13825.44,2026-01-27,12569.56,47.62098882364084
42,1666,Mouse,Accessories,West,1,37998,30896.83,2025-10-16,7101.169999999998,18.68827306700352
43,4232,Monitor,Electronics,East,4,22281,17936.7,2025-06-07,4344.299999999999,19.49777837619496
44,1751,Mouse,Accessories,South,4,27390,16748.63,2026-02-07,10641.369999999999,38.85129609346477
45,3690,Keyboard,Accessories,South,4,26461,15435.4,2025-08-08,11025.6,41.667359510222596
46,4911,Keyboard,Accessories,South,4,23712,17229.59,2025-07-14,6482.41,27.33809885290148
47,4619,Phone,Electronics,East,1,43101,37621.72,2025-09-30,5479.279999999999,12.712651678615341
48,3607,Phone,Electronics,North,2,29761,22386.07,2025-07-08,7374.93,24.780518127751083
49,4279,Laptop,Electronics,South,5,10790,8104.4,2026-01-19,2685.6000000000004,24.889712696941615
50,1747,Monitor,Electronics,North,3,4495,2709.91,2025-09-14,1785.0900000000001,39.71279199110123
51,1089,Monitor,Electronics,South,2,23365,20452.3,2026-03-19,2912.7000000000007,12.466081746201587
52,4299,Keyboard,Accessories,South,3,44387,28136.4,2025-07-10,16250.599999999999,36.61116993714376
53,1671,Printer,Office,West,5,43732,23096.78,2025-07-16,20635.22,47.18563065947133
54,3804,Laptop,Electronics,North,3,16349,11913.38,2025-07-14,4435.620000000001,27.13083369013396
55,3298,Laptop,Electronics,West,1,22335,11908.18,2025-07-10,10426.82,46.683769867920304
56,4356,Mouse,Accessories,West,5,7835,5401.12,2025-10-24,2433.88,31.06419910657307
57,4104,Printer,Office,West,5,24209,13870.65,2025-05-07,10338.35,42.70457267958198
58,3040,Keyboard,Accessories,South,4,12102,10223.18,2026-03-20,1878.8199999999997,15.524871921996361
59,2009,Monitor,Electronics,North,4,20277,10701.32,2025-11-11,9575.68,47.224342851506634
60,4271,Laptop,Electronics,West,5,19696,15555.16,2025-06-06,4140.84,21.023761169780666
61,1281,Mouse,Accessories,East,2,40659,25555.66,2025-10-17,15103.34,37.14636365872255
62,2078,Keyboard,Accessories,East,3,18867,9545.98,2025-07-23,9321.02,49.40382678751259
63,4343,Mouse,Accessories,West,4,2511,2142.81,2025-08-07,368.19000000000005,14.663082437275987
64,4941,Keyboard,Accessories,East,3,19415,11834.51,2025-07-07,7580.49,39.044501673963424
65,2896,Mouse,Accessories,South,2,47592,32262.95,2025-09-09,15329.05,32.20929988233316
66,2538,Phone,Electronics,East,4,22638,20278.43,2025-12-21,2359.5699999999997,10.423049739376268
67,1371,Mouse,Accessories,South,5,35588,31341.34,2025-09-21,4246.66,11.932842531190287
68,1080,Monitor,Electronics,North,1,40358,36294.04,2025-11-21,4063.959999999999,10.069775509192723
69,4935,Keyboard,Accessories,South,2,20585,11135.3,2025-11-09,9449.7,45.90575661889726
70,3307,Phone,Electronics,West,2,7729,5938.97,2025-11-26,1790.0299999999997,23.159917194979943
71,3379,Printer,Office,West,2,36637,23131.58,2025-09-29,13505.419999999998,36.86278898381417
72,2603,Laptop,Electronics,East,4,46491,24896.67,2026-03-24,21594.33,46.4484093695554
73,2189,Monitor,Electronics,South,2,18883,13327.5,2026-04-18,5555.5,29.420642906317852
74,4924,Printer,Office,East,3,29184,22876.58,2026-03-20,6307.419999999998,21.61259594298245
75,3638,Monitor,Electronics,East,3,13163,7888.73,2026-01-30,5274.27,40.06890526475728
76,4806,Monitor,Electronics,East,5,39435,33168.74,2025-06-26,6266.260000000002,15.890097629009766
77,1051,Monitor,Electronics,West,4,49666,32172.39,2025-08-01,17493.61,35.22250634236701
78,2004,Phone,Electronics,West,2,47707,39814.91,2026-03-12,7892.0899999999965,16.542834384891098
79,3013,Monitor,Electronics,East,4,32203,27765.89,2026-04-07,4437.110000000001,13.778561003633202
80,2145,Laptop,Electronics,West,3,5025,2988.96,2026-02-16,2036.04,40.518208955223876
81,4118,Monitor,Electronics,North,1,39370,33761.96,2025-08-25,5608.040000000001,14.244450088900178
82,4920,Keyboard,Accessories,South,4,42792,23122.74,2025-06-11,19669.26,45.96480650588895
83,3119,Phone,Electronics,South,5,34615,22491.75,2026-03-26,12123.25,35.023111367904086
84,2483,Mouse,Accessories,North,3,12339,6197.98,2026-02-07,6141.02,49.76918713023746
85,3229,Mouse,Accessories,North,3,45250,34312.72,2025-05-06,10937.279999999999,24.170784530386737
86,4131,Monitor,Electronics,South,4,20296,15707.94,2025-12-18,4588.0599999999995,22.60573512022073
87,1614,Monitor,Electronics,South,3,3807,2895.25,2025-11-06,911.75,23.949303913842922
88,3531,Printer,Office,South,3,16936,9957.55,2025-10-11,6978.450000000001,41.20482994803968
89,1993,Monitor,Electronics,North,4,39945,29979.88,2025-11-13,9965.119999999999,24.947102265615218
90,1566,Phone,Electronics,East,5,20216,10418.35,2025-08-18,9797.65,48.46482983775227
91,2398,Printer,Office,East,5,7527,5307.07,2025-09-10,2219.9300000000003,29.49289225455029
92,1461,Phone,Electronics,East,3,35008,28185.41,2025-09-04,6822.59,19.488659734917736
93,2762,Phone,Electronics,North,4,47188,28985.34,2025-12-15,18202.66,38.57476477070442
94,3447,Printer,Office,East,2,39927,31533.91,2025-09-12,8393.09,21.02108848648784
95,4748,Phone,Electronics,North,3,18237,13582.91,2025-12-06,4654.09,25.520041673520865
96,1932,Printer,Office,East,5,28999,24734.62,2025-10-27,4264.380000000001,14.705265698817204
97,1907,Monitor,Electronics,South,2,49866,25225.78,2025-08-30,24640.22,49.41286648217223
98,1582,Mouse,Accessories,East,4,32334,16639.77,2026-01-10,15694.23,48.5378548895899
99,3350,Keyboard,Accessories,East,3,18577,14233.48,2026-04-03,4343.52,23.381170264305325
100,2725,Mouse,Accessories,South,1,18298,9701.14,2025-08-13,8596.86,46.982511749918025
101,3001,Printer,Office,West,5,9971,8427.15,2025-12-05,1543.8500000000004,15.483401865409691
102,4659,Mouse,Accessories,South,3,17950,9319.09,2025-12-06,8630.91,48.083064066852366
103,2909,Laptop,Electronics,South,4,45556,34759.26,2025-07-08,10796.739999999998,23.699929756782858
104,3974,Phone,Electronics,North,1,37426,27910.2,2025-10-01,9515.8,25.425639929460804
105,4901,Keyboard,Accessories,South,1,27043,16816.76,2025-09-03,10226.240000000002,37.814739488962026
106,3554,Monitor,Electronics,East,4,5017,3743.41,2026-02-03,1273.5900000000001,25.38548933625673
107,3587,Keyboard,Accessories,North,2,5412,2890.62,2025-06-15,2521.38,46.58869179600887
108,4275,Printer,Office,East,4,30260,25929.91,2025-05-16,4330.09,14.309616655651025
109,2798,Keyboard,Accessories,East,2,12062,9364.65,2025-12-13,2697.3500000000004,22.362377715138454
110,4874,Keyboard,Accessories,East,5,21613,16920.76,2026-02-05,4692.240000000002,21.710266968953878
111,3028,Printer,Office,West,2,21273,14887.32,2025-05-30,6385.68,30.017769002961504
112,1858,Laptop,Electronics,North,3,46489,39588.47,2025-05-31,6900.529999999999,14.843360795026777
113,3618,Printer,Office,East,1,44320,32872.76,2025-10-19,11447.239999999998,25.828610108303245
114,2722,Mouse,Accessories,East,5,15975,11580.99,2025-08-17,4394.01,27.505539906103287
115,4720,Mouse,Accessories,South,4,38851,29003.78,2025-10-24,9847.220000000001,25.346117217060055
116,1395,Monitor,Electronics,South,3,32069,17876.07,2025-09-28,14192.93,44.25747606723004
117,4152,Mouse,Accessories,South,1,14760,9990.68,2026-02-16,4769.32,32.31246612466124
118,3220,Phone,Electronics,West,1,4308,3501.38,2026-04-27,806.6199999999999,18.723769730733515
119,1911,Keyboard,Accessories,East,3,25338,14363.8,2025-08-20,10974.2,43.31123214144763
120,1635,Mouse,Accessories,South,2,38153,20062.17,2026-01-16,18090.83,47.41653343118497
121,2196,Printer,Office,West,4,13588,9199.26,2026-03-02,4388.74,32.29864586399764
122,4446,Monitor,Electronics,South,4,9655,6375.81,2025-08-12,3279.1899999999996,33.96364577938891
123,3855,Keyboard,Accessories,North,1,39285,23630.79,2026-03-13,15654.21,39.84780450553646
124,2025,Phone,Electronics,South,3,36485,25201.41,2025-11-04,11283.59,30.926654789639578
125,3611,Keyboard,Accessories,East,2,32388,25590.64,2026-02-25,6797.360000000001,20.987279239224403
126,4555,Keyboard,Accessories,West,2,20942,17994.13,2026-01-17,2947.869999999999,14.076353738897904
127,1956,Keyboard,Accessories,West,3,13535,9223.39,2026-01-23,4311.610000000001,31.85526413003325
128,3302,Printer,Office,South,3,42925,24819.99,2025-12-15,18105.01,42.178241118229465
129,3128,Keyboard,Accessories,West,4,12745,8171.59,2025-05-16,4573.41,35.88395449195763
130,4395,Mouse,Accessories,West,4,27939,16106.79,2025-07-01,11832.21,42.35015569633845
131,4242,Laptop,Electronics,North,2,9932,8718.22,2025-06-10,1213.7800000000007,12.220902134514706
132,3698,Monitor,Electronics,South,2,2887,1788.99,2025-08-14,1098.01,38.032906130931764
133,3079,Laptop,Electronics,East,3,3988,2127.66,2025-10-23,1860.3400000000001,46.648445336008024
134,2095,Printer,Office,South,5,28032,14961.59,2025-05-14,13070.41,46.6267480022831
135,2728,Mouse,Accessories,West,4,28247,15898.31,2025-10-12,12348.69,43.71681948525507
136,2495,Laptop,Electronics,South,1,5416,3192.01,2025-11-11,2223.99,41.06333087149187
137,1796,Printer,Office,East,3,11650,10164.06,2026-03-02,1485.9400000000005,12.754849785407728
138,1781,Monitor,Electronics,East,4,21390,17109.4,2026-04-14,4280.5999999999985,20.012155212716216
139,1182,Laptop,Electronics,East,1,40403,21161.04,2026-03-21,19241.96,47.62507734574165
140,2993,Laptop,Electronics,West,1,23437,20131.24,2026-03-15,3305.7599999999984,14.104876904040612
141,2653,Keyboard,Accessories,North,4,21307,15528.82,2025-12-09,5778.18,27.11869338714977
142,2623,Phone,Electronics,East,3,7652,6011.22,2025-12-15,1640.7799999999997,21.442498693152114
143,4217,Laptop,Electronics,West,5,16572,9225.38,2026-03-27,7346.620000000001,44.331523050929285
144,3069,Keyboard,Accessories,South,5,24882,21389.09,2025-10-08,3492.91,14.037898882726468
145,3476,Keyboard,Accessories,West,1,31193,22343.42,2025-12-15,8849.580000000002,28.37040361619595
146,3014,Phone,Electronics,South,2,30208,25885.39,2025-05-24,4322.610000000001,14.309487552966104
147,2459,Printer,Office,East,1,38785,19532.13,2025-12-04,19252.87,49.63998968673456
148,1911,Monitor,Electronics,South,3,18028,11151.97,2026-03-03,6876.030000000001,38.14083647659197
149,2667,Laptop,Electronics,West,1,38651,34258.9,2025-08-29,4392.0999999999985,11.363483480375667
150,3690,Laptop,Electronics,South,3,45939,35105.99,2025-11-05,10833.010000000002,23.58129258364353
151,4603,Printer,Office,South,4,45068,39348.62,2025-07-08,5719.379999999997,12.690556492411462
152,4622,Keyboard,Accessories,North,5,4572,3246.32,2026-05-05,1325.6799999999998,28.995625546806647
153,4116,Printer,Office,West,4,38733,22029.99,2026-03-28,16703.01,43.12346061497947
154,1540,Phone,Electronics,West,1,18160,15777.19,2026-04-02,2382.8099999999995,13.121200440528632
155,4607,Keyboard,Accessories,West,2,7268,4527.96,2026-03-18,2740.04,37.70005503577325
156,2530,Monitor,Electronics,South,5,11679,7483.92,2025-08-28,4195.08,35.919856152067815
157,1641,Phone,Electronics,East,5,3748,3162.41,2026-04-13,585.5900000000001,15.62406616862327
158,4883,Phone,Electronics,South,2,21406,14729.92,2026-02-27,6676.08,31.187891245445204
159,4492,Phone,Electronics,West,4,40842,26607.68,2025-08-01,14234.32,34.85216199010822
160,1157,Keyboard,Accessories,South,1,9922,8593.68,2025-09-12,1328.3199999999997,13.387623463011487
161,2525,Laptop,Electronics,West,5,46531,30738.77,2025-08-31,15792.23,33.939158840343
162,3302,Monitor,Electronics,South,3,36874,32459.91,2025-10-09,4414.09,11.970738189510225
163,4800,Keyboard,Accessories,East,2,24194,20349.17,2025-08-11,3844.8300000000017,15.891667355542705
164,2269,Monitor,Electronics,South,2,5949,3557.95,2025-07-23,2391.05,40.19246932257523
165,1824,Mouse,Accessories,South,1,8816,6108.3,2025-10-24,2707.7,30.713475499092556
166,1083,Keyboard,Accessories,East,1,29884,24449.16,2025-10-19,5434.84,18.186454289921027
167,1918,Printer,Office,South,1,45492,24300.33,2026-02-26,21191.67,46.58328936955948
168,4849,Phone,Electronics,West,2,25242,20503.18,2025-10-05,4738.82,18.77355201648047
169,4787,Monitor,Electronics,East,4,43005,32427.03,2026-02-28,10577.970000000001,24.597070108126964
170,2335,Mouse,Accessories,South,4,28275,23956.27,2025-11-30,4318.73,15.274022988505745
171,1746,Monitor,Electronics,North,5,37563,29233.35,2025-08-21,8329.650000000001,22.175145755131386
172,1282,Mouse,Accessories,South,2,19721,14016.43,2026-05-05,5704.57,28.926372901982656
173,4434,Monitor,Electronics,North,3,39393,32812.27,2025-12-25,6580.730000000003,16.70532835783008
174,4908,Phone,Electronics,West,3,20232,17652.4,2025-05-16,2579.5999999999985,12.750098853301692
175,1892,Monitor,Electronics,East,2,38269,19233.48,2025-09-05,19035.52,49.74135723431498
176,2941,Printer,Office,West,3,39902,31647.07,2026-01-06,8254.93,20.688010626033783
177,3080,Printer,Office,South,1,18899,12501.16,2025-09-15,6397.84,33.85279644425631
178,4066,Monitor,Electronics,East,5,21242,18649.83,2025-06-22,2592.1699999999983,12.203041144901603
179,4030,Monitor,Electronics,North,3,19837,11996.03,2025-08-25,7840.969999999999,39.52699500932601
180,3820,Mouse,Accessories,West,3,21705,17536.11,2025-12-30,4168.889999999999,19.207049067035243
181,1557,Mouse,Accessories,North,3,14394,9504.85,2025-12-01,4889.15,33.96658329859664
182,1609,Monitor,Electronics,West,4,43903,29548.78,2025-10-23,14354.220000000001,32.69530555998452
183,2069,Mouse,Accessories,West,2,47724,35597.53,2025-07-23,12126.470000000001,25.40958427625514
184,1154,Mouse,Accessories,North,2,24424,16146.98,2026-02-15,8277.02,33.88887979037013
185,2904,Mouse,Accessories,North,4,46033,32222.17,2025-05-11,13810.830000000002,30.002020289792107
186,1487,Laptop,Electronics,South,1,1889,1478.42,2025-11-09,410.5799999999999,21.735309687665428
187,2412,Phone,Electronics,East,1,32808,18501.26,2025-07-26,14306.740000000002,43.60747378688125
188,2777,Monitor,Electronics,West,2,4030,2989.83,2026-01-15,1040.17,25.81066997518611
189,1866,Keyboard,Accessories,South,2,8379,4459.27,2026-01-17,3919.7299999999996,46.78040338942594
190,2935,Phone,Electronics,East,2,49977,26117.17,2026-02-24,23859.83,47.74162114572704
191,1689,Laptop,Electronics,South,3,34438,26363.73,2025-05-17,8074.27,23.445815668738025
192,2150,Keyboard,Accessories,North,5,33789,19719.33,2025-12-08,14069.669999999998,41.63979401580396
193,2835,Phone,Electronics,West,2,24833,13609.58,2025-11-03,11223.42,45.19558651793984
194,4903,Phone,Electronics,West,5,48781,40357.84,2025-08-29,8423.160000000003,17.267296693384726
195,4252,Laptop,Electronics,East,4,17996,14148.42,2026-03-03,3847.58,21.380195599022002
196,4099,Mouse,Accessories,West,1,32738,27536.62,2025-07-20,5201.380000000001,15.887897855702857
197,2021,Mouse,Accessories,East,2,38778,24691.25,2025-09-17,14086.75,36.326654288514106
198,1947,Laptop,Electronics,South,1,18937,14360.05,2025-06-21,4576.950000000001,24.169351005967158
199,2066,Phone,Electronics,West,5,23079,14451.99,2025-05-29,8627.01,37.3803457688808
200,1103,Monitor,Electronics,East,5,48947,33674.86,2026-03-29,15272.14,31.20138108566409
201,1794,Mouse,Accessories,North,5,30064,21605.15,2026-02-10,8458.849999999999,28.136142895156997
202,3022,Monitor,Electronics,North,5,2090,1364.58,2025-06-14,725.4200000000001,34.70909090909091
203,2879,Mouse,Accessories,West,3,48612,35144.58,2026-03-06,13467.419999999998,27.70390027153789
204,1382,Keyboard,Accessories,North,2,31038,20159.44,2025-09-21,10878.560000000001,35.04916553901669
205,1222,Mouse,Accessories,North,4,18580,16607.99,2025-09-30,1972.0099999999984,10.613616792249722
206,1741,Mouse,Accessories,South,4,46983,36467.23,2025-12-31,10515.769999999997,22.382074367324346
207,2594,Monitor,Electronics,South,5,23801,15574.85,2026-02-20,8226.15,34.56220326877022
208,3329,Printer,Office,East,2,37370,19824.64,2026-02-27,17545.36,46.95038801177415
209,4114,Printer,Office,West,4,18852,12622.04,2025-09-08,6229.959999999999,33.04667939741141
210,3079,Keyboard,Accessories,North,5,42757,24160.01,2025-11-25,18596.99,43.494609069859905
211,1136,Printer,Office,West,4,20067,12396.48,2025-06-02,7670.52,38.22454776498729
212,1570,Mouse,Accessories,West,4,47783,32641.23,2025-06-28,15141.77,31.68861310507921
213,4355,Printer,Office,West,4,47628,27108.72,2026-04-06,20519.28,43.08238851095994
214,3211,Keyboard,Accessories,North,1,44082,32129.99,2026-03-30,11952.009999999998,27.113130075767884
215,4767,Printer,Office,East,4,26381,15344.75,2026-04-18,11036.25,41.83408513703044
216,1803,Printer,Office,South,3,34454,29318.23,2026-05-01,5135.77,14.906164741394324
217,3151,Printer,Office,North,5,49395,39532.39,2025-10-27,9862.61,19.96681850389716
218,4481,Laptop,Electronics,East,1,34960,25592.14,2025-09-03,9367.86,26.79593821510298
219,3864,Monitor,Electronics,North,1,49744,38323.89,2025-05-13,11420.11,22.95776375040206
220,4268,Printer,Office,West,4,22541,12260.58,2026-02-20,10280.42,45.607648285346706
221,3261,Laptop,Electronics,West,4,15827,10190.28,2025-08-02,5636.719999999999,35.61458267517533
222,3725,Mouse,Accessories,South,2,10529,5998.0,2025-11-03,4531.0,43.033526450755055
223,4130,Monitor,Electronics,West,5,46565,39105.01,2025-09-02,7459.989999999998,16.020594867389665
224,4125,Printer,Office,East,3,5995,4007.88,2025-09-09,1987.12,33.1462885738115
225,2056,Printer,Office,South,1,22408,17874.11,2025-12-17,4533.889999999999,20.233354159228846
226,4379,Printer,Office,North,2,48251,35810.94,2025-09-04,12440.059999999998,25.781973430602466
227,1092,Laptop,Electronics,East,3,23489,15163.21,2026-04-05,8325.79,35.4454851206948
228,2527,Mouse,Accessories,North,2,46190,25667.15,2025-08-10,20522.85,44.43137042649924
229,4297,Printer,Office,North,2,20035,13432.29,2026-01-31,6602.709999999999,32.95587721487397
230,4104,Printer,Office,West,2,40691,23020.58,2025-12-12,17670.42,43.42586812808729
231,1332,Keyboard,Accessories,South,1,11402,7774.26,2025-12-21,3627.74,31.81669882476758
232,4409,Printer,Office,North,5,8333,4324.4,2025-08-29,4008.6000000000004,48.105124204968206
233,1914,Keyboard,Accessories,North,4,35225,24847.27,2025-12-20,10377.73,29.461263307310148
234,3777,Phone,Electronics,West,2,6601,4032.57,2025-08-04,2568.43,38.90971064990153
235,1639,Mouse,Accessories,South,5,1723,1039.86,2025-12-04,683.1400000000001,39.648287869994206
236,1858,Keyboard,Accessories,West,2,35066,28241.28,2026-01-16,6824.720000000001,19.462499287058694
237,4325,Monitor,Electronics,West,2,15636,13176.48,2026-03-14,2459.5200000000004,15.729854182655414
238,3734,Phone,Electronics,East,3,35281,26721.86,2025-08-24,8559.14,24.259913267764517
239,2324,Monitor,Electronics,North,1,9145,7979.84,2026-03-25,1165.1599999999999,12.740951339529797
240,4886,Monitor,Electronics,West,4,45825,24803.83,2026-02-21,21021.17,45.8727114020731
241,4223,Printer,Office,South,2,16372,14693.55,2025-10-04,1678.4500000000007,10.251954556559985
242,2385,Phone,Electronics,South,1,48590,28816.25,2025-08-16,19773.75,40.69510187281334
243,2501,Mouse,Accessories,East,3,48608,42130.03,2026-01-28,6477.970000000001,13.32696263989467
244,2528,Laptop,Electronics,South,1,45124,30689.66,2025-12-31,14434.34,31.988165942735574
245,3691,Keyboard,Accessories,North,2,28174,18275.91,2026-03-06,9898.09,35.132001135798966
246,1064,Monitor,Electronics,South,5,19784,16728.69,2026-02-22,3055.3100000000013,15.44333805095027
247,3254,Monitor,Electronics,South,3,45481,23372.74,2025-05-19,22108.26,48.60988104922935
248,1375,Mouse,Accessories,East,3,4608,3729.77,2025-09-09,878.23,19.05881076388889
249,4872,Phone,Electronics,West,5,37070,31609.03,2025-11-14,5460.970000000001,14.731507957917456
250,4167,Monitor,Electronics,South,1,49096,29463.27,2026-01-13,19632.73,39.988451197653575
251,1776,Mouse,Accessories,West,4,15979,11147.3,2025-08-02,4831.700000000001,30.237812128418557
252,1951,Laptop,Electronics,East,4,21091,14785.58,2025-09-23,6305.42,29.896259067848845
253,2945,Phone,Electronics,North,3,19968,10409.6,2025-11-13,9558.4,47.86858974358974
254,1865,Keyboard,Accessories,East,3,20678,13909.69,2025-05-18,6768.3099999999995,32.73193732469291
255,2487,Printer,Office,East,3,17869,14323.04,2025-12-22,3545.959999999999,19.844199451564158
256,3217,Printer,Office,South,3,38237,28874.19,2026-04-12,9362.810000000001,24.48625676700578
257,1969,Phone,Electronics,North,2,45843,34283.54,2026-03-27,11559.46,25.215321859389654
258,3353,Monitor,Electronics,West,3,33105,23600.01,2026-03-24,9504.990000000002,28.711644766651567
259,2435,Laptop,Electronics,North,3,15849,9803.6,2025-07-25,6045.4,38.14373146570762
260,3533,Keyboard,Accessories,West,4,46027,35852.58,2025-10-12,10174.419999999998,22.105329480522297
261,2149,Phone,Electronics,West,1,38004,32634.5,2026-04-24,5369.5,14.128775918324388
262,4720,Mouse,Accessories,West,5,35632,26911.36,2026-04-06,8720.64,24.474180511899416
263,1537,Keyboard,Accessories,South,3,11159,7658.51,2025-10-14,3500.49,31.369208710457926
264,2083,Keyboard,Accessories,North,4,8967,6144.8,2026-04-30,2822.2,31.47317943570871
265,1887,Monitor,Electronics,East,5,12945,11316.06,2026-04-11,1628.9400000000005,12.583545770567792
266,1640,Mouse,Accessories,North,1,19153,9895.84,2025-05-12,9257.16,48.332689395917086
267,2907,Printer,Office,West,1,35938,30708.48,2025-12-28,5229.52,14.551505370360065
268,2895,Printer,Office,North,5,44012,37053.61,2025-09-18,6958.389999999999,15.810210851585929
269,2796,Laptop,Electronics,South,4,49434,27072.96,2026-04-17,22361.04,45.23413035562569
270,4164,Phone,Electronics,East,2,47577,38062.19,2025-12-17,9514.809999999998,19.998759904996106
271,1067,Printer,Office,West,3,41277,20810.11,2026-03-05,20466.89,49.58424788623204
272,3776,Mouse,Accessories,South,4,21279,13995.89,2025-09-20,7283.110000000001,34.22674937732037
273,1802,Printer,Office,South,5,43825,22787.14,2025-10-12,21037.86,48.00424415288077
274,4930,Laptop,Electronics,North,2,16138,8774.97,2025-06-15,7363.030000000001,45.62541826744331
275,3643,Printer,Office,South,3,38098,28957.12,2025-08-26,9140.880000000001,23.99307050238858
276,3951,Laptop,Electronics,West,4,28514,14584.14,2025-06-29,13929.86,48.85270393490917
277,3296,Laptop,Electronics,North,4,32081,16604.68,2026-04-09,15476.32,48.24138898413391
278,4538,Keyboard,Accessories,South,3,21933,19170.85,2026-02-20,2762.1500000000015,12.593580449550911
279,2409,Monitor,Electronics,North,4,24522,14187.3,2026-02-17,10334.7,42.14460484462931
280,3675,Mouse,Accessories,South,1,18900,15044.07,2026-01-07,3855.9300000000003,20.401746031746033
281,1410,Laptop,Electronics,East,2,3031,2677.18,2026-05-03,353.82000000000016,11.673375123721549
282,4896,Mouse,Accessories,North,4,28275,14962.95,2025-10-11,13312.05,47.08063660477453
283,2091,Monitor,Electronics,South,1,39051,27853.53,2026-03-01,11197.470000000001,28.67396481524161
284,1482,Phone,Electronics,South,3,30714,23772.09,2025-07-31,6941.91,22.601777690955263
285,4709,Mouse,Accessories,North,5,27329,21690.49,2026-04-01,5638.509999999998,20.631966043397117
286,4859,Phone,Electronics,East,1,48174,29312.91,2025-08-20,18861.09,39.15201145846307
287,1497,Monitor,Electronics,West,5,42961,24930.37,2026-03-09,18030.63,41.969763273666814
288,2723,Phone,Electronics,West,4,25651,22645.72,2026-03-30,3005.279999999999,11.716034462594047
289,4897,Monitor,Electronics,South,4,15531,11376.0,2025-06-13,4155.0,26.752945721460303
290,3489,Phone,Electronics,North,4,22429,16291.02,2026-03-15,6137.98,27.36626688662
